character_id,name,exclusive_skill,pve_score,pvp_score,effects,acquisition,release_update,image_url,image_local_url,source_url
loki,Multiversal Trickster,Timeless Being,Medium,Low,"[""3★: Activation Rate: when attacking"",""3★: Applies to: Self"",""3★: • Increases Basic Damage by 0.2% per 1% of Critical Rate, and an additional 0.5% of Total Instinct (Up to 20%) (9 sec.)"",""3★: Cooldown Time 15 seconds"",""4★: Activation Rate: when attacking"",""4★: Applies to: Self"",""4★: • Increases Basic Damage by 0.2% per 1% of Critical Rate, and an additional 0.6% of Total Instinct (Up to 25%) (9 sec.)"",""4★: Cooldown Time 15 seconds"",""5★: Activation Rate: when attacking"",""5★: Applies to: Self"",""5★: • Increases Basic Damage by 0.2% per 1% of Critical Rate, and an additional 0.7% of Total Instinct (Up to 30%) (10 sec.)"",""5★: Cooldown Time 15 seconds"",""6★: Activation Rate: when attacking"",""6★: Applies to: Self"",""6★: • Increases Basic Damage by 0.2% per 1% of Critical Rate, and an additional 0.8% of Total Instinct (Up to 35%) (10 sec.)"",""6★: Cooldown Time 15 seconds""]",,Update 9.5.5,https://thanosvibs.money/static/assets/items/artifact_loki.png,/mff-assets/artifacts/artifactloki.webp,https://thanosvibs.money/artifacts
lunasnow,Song of Light Ice,Victory Cheer,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Cold Damage by 20% of Cold Resist, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Cold Damage by 30% of Cold Resist, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Cold Damage by 40% of Cold Resist, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Cold Damage by 50% of Cold Resist, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 7.5,https://thanosvibs.money/static/assets/items/artifact_lunasnow.png,/mff-assets/artifacts/artifactlunasnow.webp,https://thanosvibs.money/artifacts
modok,Broken Mind,Mental Precision,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to ALIEN Characters by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to CREATURE Characters by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to ALIEN Characters by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to CREATURE Characters by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to ALIEN Characters by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to CREATURE Characters by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to ALIEN Characters by 25%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to CREATURE Characters by 25%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 8.8,https://thanosvibs.money/static/assets/items/artifact_modok.png,/mff-assets/artifacts/artifactmodok.webp,https://thanosvibs.money/artifacts
mbaku,Glory of Hanuman,Gorilla's Call,High,Low,"[""3★: Applies to: All Allies"",""3★: • Ignores target's Dodge Rate by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 8%, and an additional 0.25% of total Instinct. (Up to 200%)"",""4★: Applies to: All Allies"",""4★: • Ignores target's Dodge Rate by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: All Allies"",""5★: • Ignores target's Dodge Rate by 15%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 12%, and an additional 0.35% of total Instinct. (Up to 200%)"",""6★: Applies to: All Allies"",""6★: • Ignores target's Dodge Rate by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 15%, and an additional 0.4% of total Instinct. (Up to 200%)""]",,Update 8.5,https://thanosvibs.money/static/assets/items/artifact_mbaku.png,/mff-assets/artifacts/artifactmbaku.webp,https://thanosvibs.money/artifacts
madelynepryor,Identity Crisis,Unyielding Vengeance,Low,High,"[""3★: Activation Rate: when HP is below 5%"",""3★: Applies to: Self"",""3★: • Guard Break Immunity"",""3★: • HP does not drop to 1 or below. Recovers HP by 10% of Max HP when the buff ends."",""3★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (4 sec.)"",""3★: Cooldown Time 180 seconds"",""4★: Activation Rate: when HP is below 5%"",""4★: Applies to: Self"",""4★: • Guard Break Immunity"",""4★: • HP does not drop to 1 or below. Recovers HP by 20% of Max HP when the buff ends."",""4★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (5 sec.)"",""4★: Cooldown Time 180 seconds"",""5★: Activation Rate: when HP is below 5%"",""5★: Applies to: Self"",""5★: • Guard Break Immunity"",""5★: • HP does not drop to 1 or below. Recovers HP by 35% of Max HP when the buff ends."",""5★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (6 sec.)"",""5★: Cooldown Time 180 seconds"",""6★: Activation Rate: when HP is below 5%"",""6★: Applies to: Self"",""6★: • Guard Break Immunity"",""6★: • HP does not drop to 1 or below. Recovers HP by 50% of Max HP when the buff ends."",""6★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (7 sec.)"",""6★: Cooldown Time 180 seconds""]",,Update 9.7,https://thanosvibs.money/static/assets/items/artifact_madelynepryor.png,/mff-assets/artifacts/artifactmadelynepryor.webp,https://thanosvibs.money/artifacts
magik,Disc Dancer,Demonic Rebellion,Low,High,"[""3★: Activation Rate: when HP is below 5%"",""3★: Applies to: Self"",""3★: • Guard Break Immunity"",""3★: • HP does not drop to 1 or below. Recovers HP by 10% of Max HP when the buff ends."",""3★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (4 sec.)"",""4★: Activation Rate: when HP is below 5%"",""4★: Applies to: Self"",""4★: • Guard Break Immunity"",""4★: • HP does not drop to 1 or below. Recovers HP by 20% of Max HP when the buff ends."",""4★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (5 sec.)"",""5★: Activation Rate: when HP is below 5%"",""5★: Applies to: Self"",""5★: • Guard Break Immunity"",""5★: • HP does not drop to 1 or below. Recovers HP by 35% of Max HP when the buff ends."",""5★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (6 sec.)"",""6★: Activation Rate: when HP is below 5%"",""6★: Applies to: Self"",""6★: • Guard Break Immunity"",""6★: • HP does not drop to 1 or below. Recovers HP by 50% of Max HP when the buff ends."",""6★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (7 sec.)""]",,Update 8.6.5,https://thanosvibs.money/static/assets/items/artifact_magik.png,/mff-assets/artifacts/artifactmagik.webp,https://thanosvibs.money/artifacts
magneto,History of Resistance,Hand of Fate,High,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 11%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to bosses by 11%, and an additional 0.1% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 14%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to bosses by 14%, and an additional 0.15% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 17%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to bosses by 17%, and an additional 0.2% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to bosses by 20%, and an additional 0.25% of total Instinct. (Up to 200%)""]",,Update 8.6.5,https://thanosvibs.money/static/assets/items/artifact_magneto.png,/mff-assets/artifacts/artifactmagneto.webp,https://thanosvibs.money/artifacts
makkari,Extreme Speed,Beyond the Barrier,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 25%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 7.5,https://thanosvibs.money/static/assets/items/artifact_makkari.png,/mff-assets/artifacts/artifactmakkari.webp,https://thanosvibs.money/artifacts
malekith,Dark Elf Rage,Devil's Roar,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 9.2,https://thanosvibs.money/static/assets/items/artifact_malekith.png,/mff-assets/artifacts/artifactmalekith.webp,https://thanosvibs.money/artifacts
manthing,Swamp Protector,Swamp Regeneration,Low,High,"[""3★: Activation Rate: when HP is below 25%"",""3★: Applies to: Self"",""3★: • Recovers HP by 30%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""3★: • Increases Max HP by 30%, and an additional 0.1% of total Instinct. (Up to 200%) (15 sec.)"",""3★: Cooldown Time 27 seconds"",""4★: Activation Rate: when HP is below 30%"",""4★: Applies to: Self"",""4★: • Recovers HP by 40%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""4★: • Increases Max HP by 40%, and an additional 0.1% of total Instinct. (Up to 200%) (15 sec.)"",""4★: Cooldown Time 27 seconds"",""5★: Activation Rate: when HP is below 35%"",""5★: Applies to: Self"",""5★: • Recovers HP by 50%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""5★: • Increases Max HP by 50%, and an additional 0.1% of total Instinct. (Up to 200%) (16 sec.)"",""5★: Cooldown Time 27 seconds"",""6★: Activation Rate: when HP is below 40%"",""6★: Applies to: Self"",""6★: • Recovers HP by 60%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""6★: • Increases Max HP by 60%, and an additional 0.1% of total Instinct. (Up to 200%) (16 sec.)"",""6★: Cooldown Time 27 seconds""]",,Update 9.4,https://thanosvibs.money/static/assets/items/artifact_manthing.png,/mff-assets/artifacts/artifactmanthing.webp,https://thanosvibs.money/artifacts
mantis,Power of Emotion,Mind Control,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER HERO faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER HERO faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER HERO faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER HERO faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 9.0,https://thanosvibs.money/static/assets/items/artifact_mantis.png,/mff-assets/artifacts/artifactmantis.webp,https://thanosvibs.money/artifacts
marvelboy,Protector,Kree Tech Buff,High,Low,"[""3★: Applies to: Young Avengers Allies"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Young Avengers Allies"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Young Avengers Allies"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Young Avengers Allies"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 11.5,https://thanosvibs.money/static/assets/items/artifact_marvelboy.png,/mff-assets/artifacts/artifactmarvelboy.webp,https://thanosvibs.money/artifacts
maximus,Mad Prince,Maximus the Magnificent,High,Low,"[""3★: Applies to: Self"",""3★: • Increases All Basic Attacks by 14%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Basic Attacks by 18%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Basic Attacks by 22%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Basic Attacks by 26%, and an additional 0.6% of total Instinct. (Up to 200%)""]",,Update 11.1,https://thanosvibs.money/static/assets/items/artifact_maximus.png,/mff-assets/artifacts/artifactmaximus.webp,https://thanosvibs.money/artifacts
medusa,Queen of the Inhumans,Light of The Queen,High,Low,"[""3★: Applies to: All Allies"",""3★: • Ignores target's Dodge Rate by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to bosses by 5%, and an additional 0.1% of total Instinct. (Up to 200%)"",""4★: Applies to: All Allies"",""4★: • Ignores target's Dodge Rate by 8%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to bosses by 8%, and an additional 0.15% of total Instinct. (Up to 200%)"",""5★: Applies to: All Allies"",""5★: • Ignores target's Dodge Rate by 11%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to bosses by 11%, and an additional 0.2% of total Instinct. (Up to 200%)"",""6★: Applies to: All Allies"",""6★: • Ignores target's Dodge Rate by 15%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to bosses by 15%, and an additional 0.25% of total Instinct. (Up to 200%)""]",,Update 11.3.5,https://thanosvibs.money/static/assets/items/artifact_medusa.png,/mff-assets/artifacts/artifactmedusa.webp,https://thanosvibs.money/artifacts
mephisto,The Master of Lies,Weight of Sin,High,Low,"[""3★: Applies to: Self"",""3★: • Increases All Element Damage by 14%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Element Damage by 16%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Element Damage by 18%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Element Damage by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 11.2.5,https://thanosvibs.money/static/assets/items/artifact_mephisto.png,/mff-assets/artifacts/artifactmephisto.webp,https://thanosvibs.money/artifacts
minnerva,Cosmic Sniper,Modified Physique,High,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 5%, and an additional 0.1% of total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 9.5,https://thanosvibs.money/static/assets/items/artifact_minnerva.png,/mff-assets/artifacts/artifactminnerva.webp,https://thanosvibs.money/artifacts
misterfantastic,Multiversal Intellect,Weakness Research,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Ignores Non-Boss enemy Damage Decrease by 9%, and an additional 0.1% of Total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Ignores Non-Boss enemy Damage Decrease by 11%, and an additional 0.1% of Total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 15%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Ignores Non-Boss enemy Damage Decrease by 13%, and an additional 0.1% of Total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Ignores Non-Boss enemy Damage Decrease by 15%, and an additional 0.1% of Total Instinct. (Up to 200%)""]",,Update 10.1,https://thanosvibs.money/static/assets/items/artifact_misterfantastic.png,/mff-assets/artifacts/artifactmisterfantastic.webp,https://thanosvibs.money/artifacts
mistersinister,Genetic Mastermind,King of Clones,Low,High,"[""3★: Summons a clone when the effect has been activated."",""3★: Activation Rate: when HP is below 5%"",""3★: Applies to: Self"",""3★: • Immunity to Incapacitation effect. (4 sec.)"",""3★: • Guard Break Immunity"",""3★: • HP does not drop to 1 or below. Recovers HP by 10% of Max HP when the buff ends."",""3★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (4 sec.)"",""3★: Cooldown Time 180 seconds"",""4★: Summons a clone when the effect has been activated."",""4★: Activation Rate: when HP is below 5%"",""4★: Applies to: Self"",""4★: • Immunity to Incapacitation effect. (5 sec.)"",""4★: • Guard Break Immunity"",""4★: • HP does not drop to 1 or below. Recovers HP by 20% of Max HP when the buff ends."",""4★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (5 sec.)"",""4★: Cooldown Time 180 seconds"",""5★: Summons a clone when the effect has been activated."",""5★: Activation Rate: when HP is below 5%"",""5★: Applies to: Self"",""5★: • Immunity to Incapacitation effect. (6 sec.)"",""5★: • Guard Break Immunity"",""5★: • HP does not drop to 1 or below. Recovers HP by 35% of Max HP when the buff ends."",""5★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (6 sec.)"",""5★: Cooldown Time 180 seconds"",""6★: Summons a clone when the effect has been activated."",""6★: Activation Rate: when HP is below 5%"",""6★: Applies to: Self"",""6★: • Immunity to Incapacitation effect. (7 sec.)"",""6★: • Guard Break Immunity"",""6★: • HP does not drop to 1 or below. Recovers HP by 50% of Max HP when the buff ends."",""6★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (7 sec.)"",""6★: Cooldown Time 180 seconds""]",,Update 7.7,https://thanosvibs.money/static/assets/items/artifact_mistersinister.png,/mff-assets/artifacts/artifactmistersinister.webp,https://thanosvibs.money/artifacts
mistyknight,Artemis-5,Cold Punishment,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Cold Damage by 15% of Cold Resist, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Cold Damage by 20% of Cold Resist, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 8%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Cold Damage by 25% of Cold Resist, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 11%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Cold Damage by 30% of Cold Resist, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 15%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 10.8,https://thanosvibs.money/static/assets/items/artifact_mistyknight.png,/mff-assets/artifacts/artifactmistyknight.webp,https://thanosvibs.money/artifacts
mockingbird,Gaea-1,Veteran's Bo Staff,Medium,Medium,"[""3★: Applies to: Self"",""3★: • Increases All Basic Attacks by 8%, and an additional 0.25% of total Instinct. (Up to 200%)"",""3★: • 9% chance to Dodge ALL Attacks, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Basic Attacks by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • 11% chance to Dodge ALL Attacks, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Basic Attacks by 12%, and an additional 0.35% of total Instinct. (Up to 200%)"",""5★: • 13% chance to Dodge ALL Attacks, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Basic Attacks by 15%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: • 15% chance to Dodge ALL Attacks, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 11.2,https://thanosvibs.money/static/assets/items/artifact_mockingbird.png,/mff-assets/artifacts/artifactmockingbird.webp,https://thanosvibs.money/artifacts
moltenman,Hot Metal Liquid,Human Furnace,Medium,Medium,"[""3★: Applies to: Self"",""3★: • Increases All Basic Attacks by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Max HP by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Basic Attacks by 8%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Max HP by 8%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Basic Attacks by 11%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Max HP by 11%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Basic Attacks by 15%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Max HP by 15%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 10.5,https://thanosvibs.money/static/assets/items/artifact_moltenman.png,/mff-assets/artifacts/artifactmoltenman.webp,https://thanosvibs.money/artifacts
moongirl,Transcendent Friendship,Genius Idea,High,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 25%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 8.5,https://thanosvibs.money/static/assets/items/artifact_moongirl.png,/mff-assets/artifacts/artifactmoongirl.webp,https://thanosvibs.money/artifacts
moonknight,Lunar Fist,Khonshu's Judgement,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 25%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 8.1.5,https://thanosvibs.money/static/assets/items/artifact_moonknight.png,/mff-assets/artifacts/artifactmoonknight.webp,https://thanosvibs.money/artifacts
morganlefay,Dark Knowledge,Medieval Mystic,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 15%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 25%, and an additional 0.6% of total Instinct. (Up to 200%)""]",,Update 8.4.5b,https://thanosvibs.money/static/assets/items/artifact_morganlefay.png,/mff-assets/artifacts/artifactmorganlefay.webp,https://thanosvibs.money/artifacts
